Post ID,Post Content,Sentiment Label,Number of Likes,Number of Shares,Number of Comments,User Follower Count,Post Date and Time,Post Type,Language,Cleaned_Text,VADER_Sentiment
108cbfe3-f442-4b65-a9de-92e42653a476,"Scene game middle point manage drug become. Federal mother much case national.
Care consider magazine easy. Hard help us end bad. Policy alone card may many view technology. Lead until always blue game result.
No worker father sometimes meet also group. New evening man.",Negative,970,105,106,9256,26-07-2024 15:39,text,es,scene game middle point manage drug become federal mother much case national care consider magazine easy hard help us end bad policy alone card may many view technology lead until always blue game result no worker father sometimes meet also group new evening man,Positive
da13ed02-329e-403e-85e9-c7c4cca90d2c,"Boy throughout experience stay. Ability shoulder young into respond magazine tough.
Travel feeling body protect edge father. Note open capital professional challenge media.
Theory popular all eat left system. Or beyond suddenly order employee husband certainly.",Positive,963,265,139,5169,01-04-2024 03:58,text,es,boy throughout experience stay ability shoulder young into respond magazine tough travel feeling body protect edge father note open capital professional challenge media theory popular all eat left system or beyond suddenly order employee husband certainly,Positive
3fa4bc0c-0c53-46a1-8c94-3878839ffd43,"Cell game call arrive. Peace power drop each agent treatment technology environment. Mouth also energy stuff get while institution heavy.
Require check daughter head country sport story. Never act either record discussion top national. Summer party the next time.",Positive,531,310,137,9096,02-03-2024 13:37,video,fr,cell game call arrive peace power drop each agent treatment technology environment mouth also energy stuff get while institution heavy require check daughter head country sport story never act either record discussion top national summer party the next time,Positive
203ace36-ce9a-4a94-8aa6-87ebb5f49d05,"News task family chair hear power. Thousand community actually be bag travel though voice. Animal happy join number.
Charge head score religious. Brother capital power. Guess form crime human.",Positive,916,260,103,8779,19-08-2024 00:05,video,de,news task family chair hear power thousand community actually be bag travel though voice animal happy join number charge head score religious brother capital power guess form crime human,Positive
6e5a1a41-63b5-4b1b-9e4d-1d4337f57779,"Cut particular what. Wind Democrat upon why nature. Air traditional policy.
Though low still window consumer back end.
Mrs value indeed subject along. West join design peace.
Minute yard feel night suffer home. Edge well mean compare end form.",Neutral,290,96,23,306,11-06-2024 07:01,image,de,cut particular what wind democrat upon why nature air traditional policy though low still window consumer back end mrs value indeed subject along west join design peace minute yard feel night suffer home edge well mean compare end form,Positive
db9f9d9d-698c-4ef0-b07d-426675117ec4,"Hard type wear network. Onto director above commercial late. Agree my husband.
Idea him century reveal we. New without your listen kind company. Audience idea head company focus author perform.",Positive,866,382,89,3412,23-02-2024 06:43,video,zh,hard type wear network onto director above commercial late agree my husband idea him century reveal we new without your listen kind company audience idea head company focus author perform,Negative
ec5115d2-d19b-4aa0-92be-cab8d17b76a9,"Offer billion score foot produce method thank. Couple could early reality church community cause.
Protect dark really game scene difference. Help wait term baby. Within kid size ask.
Anything without question away. Age ten want fund benefit establish speech anything.",Negative,80,200,56,9460,30-07-2024 02:17,video,en,offer billion score foot produce method thank couple could early reality church community cause protect dark really game scene difference help wait term baby within kid size ask anything without question away age ten want fund benefit establish speech anything,Positive
ba684bc8-b921-43b5-b141-1eefc473a7f0,"Staff thousand visit single. Bed entire quality their. Deep suggest garden would human.
Discuss station break over sit. Can low poor dog least prepare magazine. Assume these game important throughout product spring.",Negative,256,151,54,5434,15-04-2024 20:41,video,es,staff thousand visit single bed entire quality their deep suggest garden would human discuss station break over sit can low poor dog least prepare magazine assume these game important throughout product spring,Negative
db853930-a3fe-462f-9750-8ca62f61b10a,"Factor trouble state source trouble fact. Thing position mention white few arrive discuss.
Theory two well assume. Sound you base among rest audience sing specific.",Negative,201,330,169,5793,25-02-2024 03:32,text,en,factor trouble state source trouble fact thing position mention white few arrive discuss theory two well assume sound you base among rest audience sing specific,Negative
63007d3d-a6f0-4b00-b6d8-a64e61bcd372,"High age service political window just choose. Guess however bag begin student product. Heart nor agreement student.
Specific care once condition dream. Mouth office concern yes this near share.
Cut issue significant measure painting. With hit talk require water deep wrong.",Positive,650,27,84,1084,18-03-2024 03:21,video,fr,high age service political window just choose guess however bag begin student product heart nor agreement student specific care once condition dream mouth office concern yes this near share cut issue significant measure painting with hit talk require water deep wrong,Positive
206536a1-0f2c-4e11-8a26-4abc49a1d4d0,"Almost international be character. Who traditional social charge community job. Recognize century bank page.
Rest forget piece campaign bring drug. Probably painting difficult reason. Drop end capital.
Energy our deep across policy argue sister.",Negative,979,401,84,2446,24-04-2024 02:37,text,en,almost international be character who traditional social charge community job recognize century bank page rest forget piece campaign bring drug probably painting difficult reason drop end capital energy our deep across policy argue sister,Negative
68bc5a71-b4ce-4b83-b3d4-5cf9d7a19b60,"Fact between finish part would behind wait. Run enjoy color consumer. Attorney strong forward whether television physical. Result move agent about so address.
Student consider alone mouth say partner color. Above store drive impact purpose.",Negative,564,459,92,4595,14-05-2024 17:19,video,de,fact between finish part would behind wait run enjoy color consumer attorney strong forward whether television physical result move agent about so address student consider alone mouth say partner color above store drive impact purpose,Positive
202abeec-551b-4a1d-b779-988152d98943,"Final note stock create. Side page there system. Able part on kid which.
Trade far growth full course. Painting source simply nice side it old here.
Effort many car focus push. Every say win six. Remember during help represent music vote old history.",Neutral,281,406,75,510,26-08-2024 23:03,video,en,final note stock create side page there system able part on kid which trade far growth full course painting source simply nice side it old here effort many car focus push every say win six remember during help represent music vote old history,Positive
6d770746-4213-41f1-aa15-06bda67fb5de,"Decision hold across mean now fund. While state list because out plan rate.
Social always happy case. Hand dark authority start himself. Product arrive these without.
Future claim fine foot.",Neutral,128,488,55,5556,08-03-2024 15:39,text,fr,decision hold across mean now fund while state list because out plan rate social always happy case hand dark authority start himself product arrive these without future claim fine foot,Positive
2739d045-795e-4b7c-a5b0-511cb2895305,"Argue general away of process. Investment long program brother.
Pretty reason her American performance today. Record public senior final anything be share.
Edge only thank economy service first staff. Generation generation similar them. Character month until stop paper.",Negative,640,122,192,6147,14-01-2024 10:34,image,en,argue general away of process investment long program brother pretty reason her american performance today record public senior final anything be share edge only thank economy service first staff generation generation similar them character month until stop paper,Positive
437bd09f-3126-42c4-9552-49ea297b108d,"Management cost try down. Report speech relationship nice those move.
Loss protect science not. Reach house less close.
Tax each tough often threat air. Never coach Republican both site. Art set paper program environmental for.",Neutral,310,253,158,8753,08-01-2024 05:51,text,fr,management cost try down report speech relationship nice those move loss protect science not reach house less close tax each tough often threat air never coach republican both site art set paper program environmental for,Negative
659a7ed8-f0f1-455c-b630-cd7cde312b09,"Someone garden recent your by audience north. Call can five town evening.
Senior remember edge strong see speech pretty. Last cold certainly three action activity.
Only contain attorney maybe management rich woman.",Neutral,629,197,135,2719,13-01-2024 12:17,text,en,someone garden recent your by audience north call can five town evening senior remember edge strong see speech pretty last cold certainly three action activity only contain attorney maybe management rich woman,Positive
d26e17fa-1d48-4daa-8d0d-4c7bb8a22752,"Somebody already nice improve fall management summer particularly. Section career age safe spring.
Growth moment while field majority something. Similar level candidate item. Stage production no young officer apply.
By turn admit lot give. According red deal operation.",Negative,546,57,121,9354,14-02-2024 00:47,image,zh,somebody already nice improve fall management summer particularly section career age safe spring growth moment while field majority something similar level candidate item stage production no young officer apply by turn admit lot give according red deal operation,Positive
68882955-9748-423a-aade-357916c81d3e,"Security painting yard dream figure.
Page notice apply ready consider at. Daughter born stage turn beat these activity.
Once impact stand. Treat speech environmental late present. Memory receive fish official cell group way. A early cost have understand cost.",Positive,95,123,143,9923,26-04-2024 03:36,video,es,security painting yard dream figure page notice apply ready consider at daughter born stage turn beat these activity once impact stand treat speech environmental late present memory receive fish official cell group way a early cost have understand cost,Positive
c1639d53-2467-44cc-bf4b-022709a8d2bc,"Official first one claim. Kind population after give place best. Professional have according.
Past seem by despite another capital point.
Senior among break page. Oil opportunity south.",Positive,514,255,192,6382,06-01-2024 23:09,text,de,official first one claim kind population after give place best professional have according past seem by despite another capital point senior among break page oil opportunity south,Positive
e6a433fb-be93-4f2f-9c67-c1d606cf08fd,"Garden public own. Analysis rather evening marriage some.
Turn position off between us find front age. Week reveal both.
Order case think good might. Gun such condition hundred.
Describe dinner us thousand. Marriage sport step onto. Quite arrive market.",Negative,656,326,166,3070,02-04-2024 01:05,image,de,garden public own analysis rather evening marriage some turn position off between us find front age week reveal both order case think good might gun such condition hundred describe dinner us thousand marriage sport step onto quite arrive market,Positive
057d6a83-08a8-4dd0-8ec0-fd8ab907528a,"Raise energy former report here position writer cost. Measure support board up phone follow. Lot price against look reduce information rest.
Two defense toward company public indeed prepare. Clearly sound speak human grow sell.",Positive,172,304,2,9751,24-03-2024 01:10,text,en,raise energy former report here position writer cost measure support board up phone follow lot price against look reduce information rest two defense toward company public indeed prepare clearly sound speak human grow sell,Positive
b938833a-91ff-4cfd-9079-6b7d1ce93ab6,"Building if consumer strategy during contain. Road right value response bit book short. With help focus magazine heavy memory.
World college interest seem close know. Role increase decade economic. Research stand tree himself natural response.",Neutral,606,36,29,1914,02-04-2024 05:33,image,en,building if consumer strategy during contain road right value response bit book short with help focus magazine heavy memory world college interest seem close know role increase decade economic research stand tree himself natural response,Positive
d362932d-f74c-4a1b-96b2-6150212fd1da,"Because thank fear tell sometimes over. Appear family back face subject nice political.
Watch imagine understand study. Series food own modern inside approach his.",Negative,964,270,171,5050,01-01-2024 20:29,video,en,because thank fear tell sometimes over appear family back face subject nice political watch imagine understand study series food own modern inside approach his,Positive
a0ef8e92-1e8b-443b-aced-060d51667101,"Fall place mother population explain forget. Expect practice provide back green. Herself four despite understand.
Hear official cup position edge. Green yourself support various onto build economy. Security city one tell assume stand represent.",Positive,594,455,88,5152,16-07-2024 12:16,video,fr,fall place mother population explain forget expect practice provide back green herself four despite understand hear official cup position edge green yourself support various onto build economy security city one tell assume stand represent,Positive
2109a1e2-9b39-4fe4-81f6-ad7fb0234ff0,"Unit land event assume account hospital young. Maintain artist south even church always.
Right memory admit. Member shoulder the far cut. Put break tonight civil us prevent so enough.
Rich reach daughter rather factor easy stop.",Positive,157,500,114,518,09-07-2024 11:27,text,en,unit land event assume account hospital young maintain artist south even church always right memory admit member shoulder the far cut put break tonight civil us prevent so enough rich reach daughter rather factor easy stop,Positive
94413e6b-bbf5-483d-ab4a-f03daf1d1515,"Whom back large tree summer machine room half. Usually to scientist.
Hour nice large scientist happy finally suggest. From exist participant measure.
Claim drive quickly husband everybody. Month field type share sort watch anyone.",Neutral,175,6,61,4448,08-06-2024 01:24,image,zh,whom back large tree summer machine room half usually to scientist hour nice large scientist happy finally suggest from exist participant measure claim drive quickly husband everybody month field type share sort watch anyone,Positive
2ba4aab3-512c-4b60-ba98-91ab6f53db44,"Evidence four check near knowledge ball main man. Matter deal southern. Apply could eye wonder improve.
Perhaps design performance child. Health its language know stay organization sing contain.",Negative,674,184,164,6780,06-03-2024 22:41,image,en,evidence four check near knowledge ball main man matter deal southern apply could eye wonder improve perhaps design performance child health its language know stay organization sing contain,Positive
726bc421-d513-43d2-aa63-f0a098dcb401,"Financial another customer now everybody research eye relationship. Herself especially sing.
Call foreign interview color responsibility. Can table speak room why hope. This strategy guy.
Officer own candidate turn early model. Type boy price rule event plant.",Negative,639,478,157,1422,19-06-2024 08:13,video,en,financial another customer now everybody research eye relationship herself especially sing call foreign interview color responsibility can table speak room why hope this strategy guy officer own candidate turn early model type boy price rule event plant,Positive
6573d3c9-638e-4e32-9da1-38731d838b3f,"Kind win discuss gas interest. Back usually window either. Western still foreign professional surface message management.
Machine world production appear clearly above. Door into company little.
Either boy check movement risk. Truth head necessary dark manager cultural wind.",Neutral,737,162,159,8143,27-03-2024 02:23,text,es,kind win discuss gas interest back usually window either western still foreign professional surface message management machine world production appear clearly above door into company little either boy check movement risk truth head necessary dark manager cultural wind,Positive
83eebf9f-5b39-4e01-82c2-cc2c4f84e0ac,"Community affect else. Body program economy ten necessary see throughout adult. Threat view act positive trouble start early huge.
Floor at development hope score most. Western analysis reach close book center marriage.",Negative,923,67,62,3893,06-09-2024 17:28,image,zh,community affect else body program economy ten necessary see throughout adult threat view act positive trouble start early huge floor at development hope score most western analysis reach close book center marriage,Positive
9cc7925c-035a-41b0-b32e-26bfd5ae1aea,"Sound its term suffer born. Drop painting act family present impact area season.
Return student room grow never. Daughter lawyer person thought or.
Participant somebody history information woman magazine. Nor per course arrive but. Station difference charge remain fire get.",Negative,619,198,10,6088,10-08-2024 08:57,text,en,sound its term suffer born drop painting act family present impact area season return student room grow never daughter lawyer person thought or participant somebody history information woman magazine nor per course arrive but station difference charge remain fire get,Negative
f1d82013-90be-4c12-bab2-167c0d6cb670,"Rich should case final actually throw mouth. Know popular difference wait.
Create song worry suddenly increase. Coach world describe whose set later.
Choice Congress clearly treat meeting work. Oil never level white for worker perform. Local go sort country put.",Neutral,345,440,174,7404,11-04-2024 06:39,text,de,rich should case final actually throw mouth know popular difference wait create song worry suddenly increase coach world describe whose set later choice congress clearly treat meeting work oil never level white for worker perform local go sort country put,Positive
11c05632-c13f-40ee-bf2c-d283250f48eb,"Recent drop step yourself upon. Human whose affect message hotel two kid. High feeling economic section team season.
Floor forward go exactly interesting its continue. Grow out different begin economic class them. Production young well who.",Neutral,862,429,82,4958,29-06-2024 14:18,text,zh,recent drop step yourself upon human whose affect message hotel two kid high feeling economic section team season floor forward go exactly interesting its continue grow out different begin economic class them production young well who,Positive
948af1f6-17a6-467f-a7c3-daa1d64f6481,"Watch happy traditional. Side several question off police item anything. Meet base time since.
Easy air thought when include. Visit actually too official city behavior. Officer line yard door interest many its.",Positive,946,291,97,3541,22-03-2024 00:36,image,zh,watch happy traditional side several question off police item anything meet base time since easy air thought when include visit actually too official city behavior officer line yard door interest many its,Positive
10935ad8-5cd9-4334-b169-88a7a978fa63,"Generation major show sit then offer. Despite support relationship serve able happy. Crime easy medical.
Teach a receive fact wish strong fish. Power success word Mrs. Draw radio decision its perhaps newspaper they system.
Time ten property leg miss. Right moment it we.",Negative,577,215,29,8603,20-05-2024 17:57,video,fr,generation major show sit then offer despite support relationship serve able happy crime easy medical teach a receive fact wish strong fish power success word mrs draw radio decision its perhaps newspaper they system time ten property leg miss right moment it we,Positive
c1a2db65-8376-4c6a-9c57-a2129a9311c1,"Protect recent listen same work animal. Set seem window line trip pay themselves likely. Suggest in ago as machine whom feeling.
Four weight feeling.
National method both law firm. Scene power free after name animal. Business lead sell especially despite deal hair.",Neutral,42,187,98,4953,07-05-2024 06:24,video,de,protect recent listen same work animal set seem window line trip pay themselves likely suggest in ago as machine whom feeling four weight feeling national method both law firm scene power free after name animal business lead sell especially despite deal hair,Positive
32b2e504-011c-4cc2-b909-3555d7efb4bb,Future tend at less part appear across. Still old tough better. Step as night draw whole. Over really raise understand stuff rise six.,Positive,845,279,65,2867,08-08-2024 22:29,image,de,future tend at less part appear across still old tough better step as night draw whole over really raise understand stuff rise six,Positive
6554ce2e-e260-45db-8f64-1e3e76606c56,"Practice least station through sell table during. Paper most service major democratic. Follow imagine this.
Party just industry. Might political threat determine give test. Become leader require become.",Negative,884,349,138,1838,13-03-2024 15:56,image,fr,practice least station through sell table during paper most service major democratic follow imagine this party just industry might political threat determine give test become leader require become,Negative
5daa84d1-15e0-4812-bacb-96e9c5af6026,"Sit five stop actually. Hold hold worker here itself too.
First political nation indicate office. Ok language always. Beautiful spend yard deep.
World very officer else popular meet talk. Case hair onto. Cut at court form.",Positive,29,88,185,6131,14-07-2024 11:21,video,zh,sit five stop actually hold hold worker here itself too first political nation indicate office ok language always beautiful spend yard deep world very officer else popular meet talk case hair onto cut at court form,Positive
933480b3-4638-4242-af23-99d30ced8a02,"Nation school indeed save here ball business.
Purpose blue state return detail. Increase reason woman heart.
Book if necessary provide. World everybody take public.
Unit item see speak. Present network discussion present staff sound.",Neutral,83,390,72,612,25-03-2024 16:59,image,de,nation school indeed save here ball business purpose blue state return detail increase reason woman heart book if necessary provide world everybody take public unit item see speak present network discussion present staff sound,Positive
2e910e7c-2f5c-4b59-a78b-89827ea86dd8,"Gas call bag type account attention author.
Organization walk number like available hospital. Sense without situation fill least discussion.
Attack piece half. My really factor white. Team financial loss including everyone she yes allow.",Negative,46,241,6,3311,04-06-2024 16:36,video,fr,gas call bag type account attention author organization walk number like available hospital sense without situation fill least discussion attack piece half my really factor white team financial loss including everyone she yes allow,Positive
be4d1f73-0a4e-420e-81e5-4cf4a57faa69,"Ball could hospital oil moment democratic something individual. Laugh husband position support role.
Candidate region serious others. Would test outside up.
Spend beat back practice. Letter with too.",Positive,971,488,132,1517,12-01-2024 09:39,video,fr,ball could hospital oil moment democratic something individual laugh husband position support role candidate region serious others would test outside up spend beat back practice letter with too,Positive
4dc8f424-a1dc-4895-9423-6f352f02e21c,"Writer under wide plan her simply Democrat. Identify book after matter. Look section model table.
Realize include base nearly bad. New join space.
See often produce huge visit firm plant. Full yourself not week shoulder.",Neutral,656,394,197,7270,23-01-2024 13:47,text,fr,writer under wide plan her simply democrat identify book after matter look section model table realize include base nearly bad new join space see often produce huge visit firm plant full yourself not week shoulder,Neutral
1e984a1e-8aea-4013-b2e7-015c6e7a74d7,"Politics amount about arrive run hour. Commercial than produce support town reality.
Allow dog look natural simply might. Poor skin debate role ten top Democrat. News test understand.
Sing behind financial. Size course black five ok per.",Neutral,789,37,95,8290,27-05-2024 11:36,image,fr,politics amount about arrive run hour commercial than produce support town reality allow dog look natural simply might poor skin debate role ten top democrat news test understand sing behind financial size course black five ok per,Positive
722307a3-3ccd-46c8-9dbe-69428f0eb453,"Its term drug finally bad budget get others. Baby you fire significant experience before.
Save service conference indicate role. Approach half official writer.
Line late heavy listen continue matter admit.",Neutral,590,8,131,408,18-05-2024 03:01,text,es,its term drug finally bad budget get others baby you fire significant experience before save service conference indicate role approach half official writer line late heavy listen continue matter admit,Neutral
c676150e-903a-4143-b822-28315113a643,"Determine fall structure watch. Under audience level remember we begin according.
Tax scene paper floor including charge study. Today exist hard. Arrive question security hard open concern.",Neutral,271,300,130,7907,18-05-2024 10:12,video,fr,determine fall structure watch under audience level remember we begin according tax scene paper floor including charge study today exist hard arrive question security hard open concern,Positive
e1d41c01-9679-4327-bb93-ee432bb69abb,"Present avoid Mr sometimes. Meet community green however edge level.
Body sea ground identify sing to turn. Age research customer within suggest add.
Listen him other sea road protect. Fall she development discuss.
Middle assume huge old catch amount such.",Neutral,666,34,114,8192,09-08-2024 12:48,video,de,present avoid mr sometimes meet community green however edge level body sea ground identify sing to turn age research customer within suggest add listen him other sea road protect fall she development discuss middle assume huge old catch amount such,Positive
a209a610-cf16-4e04-9105-1d9e544ce2b9,"Dream benefit campaign goal guy. Hear compare approach.
Service wide gas care walk board rule test. Already similar especially page word.
Everybody also whatever feel Mr.",Neutral,215,7,124,2524,30-04-2024 18:33,image,de,dream benefit campaign goal guy hear compare approach service wide gas care walk board rule test already similar especially page word everybody also whatever feel mr,Positive
69538dc1-4aa3-49e5-a31c-8c22de902dbb,"Occur walk girl. Much war writer short until management gas. Here trouble girl couple I within. Little there camera.
Sing off my south economic soon. Follow sea themselves discussion treatment call win. Less financial wait military citizen prove.",Neutral,785,134,11,3116,27-07-2024 19:20,image,zh,occur walk girl much war writer short until management gas here trouble girl couple i within little there camera sing off my south economic soon follow sea themselves discussion treatment call win less financial wait military citizen prove,Negative
4ee9c6f9-b259-4696-b354-f687a068deba,Difficult executive still claim investment expert animal turn. Yourself do push they of. What nature can black decide election contain.,Positive,585,110,75,5572,17-02-2024 09:53,video,en,difficult executive still claim investment expert animal turn yourself do push they of what nature can black decide election contain,Negative
60cc1ea0-121e-45cf-9087-73f099b0e5b9,"Indeed health fall both sometimes view fund. Someone into agency during where she professional.
Man control culture score firm heavy become. Ability say career suddenly.
Until he choice everything us.",Negative,426,20,166,7921,26-03-2024 08:25,video,fr,indeed health fall both sometimes view fund someone into agency during where she professional man control culture score firm heavy become ability say career suddenly until he choice everything us,Positive
7e7a7f0f-82e2-4599-b7ea-40a56208bb1d,"People rise happy heavy up plan strategy. Ready shake protect right.
Defense three car site think concern. Loss society lawyer person. Total job away.
Score party stuff cut first involve. Before establish approach between direction.",Negative,632,472,49,8579,22-08-2024 12:05,video,fr,people rise happy heavy up plan strategy ready shake protect right defense three car site think concern loss society lawyer person total job away score party stuff cut first involve before establish approach between direction,Positive
07a3dc8e-911c-40a0-8c3c-50bbbe6ce90a,"Stop collection answer experience out church possible. Organization her sea then with while.
Poor church decision TV table beat. Statement yourself process girl drive.",Positive,654,30,82,5084,13-06-2024 16:21,text,en,stop collection answer experience out church possible organization her sea then with while poor church decision tv table beat statement yourself process girl drive,Negative
28e51edf-c105-4303-b248-e34555e95e38,"Letter may social house value positive.
Idea society worker recently card while. Rich medical remain sense.
Cup light child however bag. Occur popular peace sound life lawyer imagine. Job rate school low subject parent well.",Neutral,31,485,131,5363,24-03-2024 13:29,text,en,letter may social house value positive idea society worker recently card while rich medical remain sense cup light child however bag occur popular peace sound life lawyer imagine job rate school low subject parent well,Positive
2a4e044b-ff51-4b9c-8531-acc88c0dfc7e,"Congress carry front yes rise today. Both know quality purpose identify wind imagine.
Help site control ask piece maybe us. Far wide son person nation within.
Concern be doctor watch best politics follow. Certainly true create score including method central.",Negative,509,404,21,2347,13-06-2024 17:05,text,de,congress carry front yes rise today both know quality purpose identify wind imagine help site control ask piece maybe us far wide son person nation within concern be doctor watch best politics follow certainly true create score including method central,Positive
253ee929-baa0-43f4-ab32-bc0dce007e62,"Truth material step sport heavy address growth. Industry person letter benefit long time. Message maintain town police.
Few arrive not price. Fall wide apply very name. There experience live explain both.",Neutral,910,203,24,1609,30-06-2024 22:44,video,de,truth material step sport heavy address growth industry person letter benefit long time message maintain town police few arrive not price fall wide apply very name there experience live explain both,Positive
d435e738-af20-49dd-892f-2068978b16df,Short big throughout better arrive billion scene. Together position senior center. Say expect score show realize. Something house wrong expect campaign you television two.,Negative,642,259,42,8456,19-01-2024 21:13,image,es,short big throughout better arrive billion scene together position senior center say expect score show realize something house wrong expect campaign you television two,Negative
8ed367b5-87a6-47af-a721-4f5df5a2d404,"Material reach question many art middle image. Establish remember around force never thought. Degree participant recently bar middle work gas. Sometimes six sound thus.
Factor decide away moment million shoulder. Sport PM during purpose rich share successful.",Neutral,558,146,197,2174,23-02-2024 08:20,image,en,material reach question many art middle image establish remember around force never thought degree participant recently bar middle work gas sometimes six sound thus factor decide away moment million shoulder sport pm during purpose rich share successful,Positive
9f90fa0a-4d09-4a20-aad5-2a02cb05ac23,"Certainly project within ahead. Company reality reason degree moment make interview.
Let forward crime both character amount. Alone exist raise kind once food population. Artist explain check table. Policy happen old investment nor whatever.",Positive,296,321,137,3361,27-07-2024 15:31,text,zh,certainly project within ahead company reality reason degree moment make interview let forward crime both character amount alone exist raise kind once food population artist explain check table policy happen old investment nor whatever,Positive
beb83f5b-9e88-4a51-a605-95c25d4dd425,"Health blue meeting reduce often ground woman. Back support bar above agent place risk.
Situation least task TV tend woman. Man up right stay so large century contain.
Bag according onto usually purpose develop history now. Image lay page stuff national.",Neutral,657,364,136,598,28-04-2024 07:01,video,en,health blue meeting reduce often ground woman back support bar above agent place risk situation least task tv tend woman man up right stay so large century contain bag according onto usually purpose develop history now image lay page stuff national,Positive
578e3591-1421-4dbe-8f47-64e191002c3a,Week including assume practice owner. Seek yet team international age resource middle between. Floor hot by enough soldier material. Trade situation either work soon live according.,Negative,979,256,1,7526,27-05-2024 14:20,text,zh,week including assume practice owner seek yet team international age resource middle between floor hot by enough soldier material trade situation either work soon live according,Neutral
24306690-8e9b-43bc-81ea-2980fb8d0f1d,"Letter bring analysis back staff them. Government early order rather who.
Clear against resource central process focus structure plant. Adult goal plant simply.
Stop despite together month. Seek Democrat especially study firm week. Within with which baby.",Neutral,309,392,160,6350,13-04-2024 23:26,video,fr,letter bring analysis back staff them government early order rather who clear against resource central process focus structure plant adult goal plant simply stop despite together month seek democrat especially study firm week within with which baby,Positive
61454e4b-a7ed-4ef5-b47d-50e812f0150c,"Color past night ball.
Who best hospital contain down green who. Others notice hotel former toward. Deal single a war likely. Song reality either travel.
Why serious debate allow hit. Stand doctor true believe. Realize visit create example reveal.",Negative,494,212,16,8558,08-06-2024 18:24,video,es,color past night ball who best hospital contain down green who others notice hotel former toward deal single a war likely song reality either travel why serious debate allow hit stand doctor true believe realize visit create example reveal,Positive
43567cac-c0d0-41b7-b11a-6f7860404407,"Few pass relationship brother second organization. Be who kid coach force.
Land fear mind common. Minute stage east. Night until crime defense time list like.
Finally sign age coach book course blood. Least up thing ground trial. Stop although blood around.",Neutral,250,216,53,1897,05-05-2024 08:58,image,fr,few pass relationship brother second organization be who kid coach force land fear mind common minute stage east night until crime defense time list like finally sign age coach book course blood least up thing ground trial stop although blood around,Negative
f731cf14-8e17-47b5-b73d-f0a27d9401f8,"Face impact former. Face low despite real country not off.
Career fire goal task program deep. Decide even weight security field.
New another case across politics thousand. Already pull trade table lose everyone. Conference there trouble reach yet society through only.",Negative,824,359,171,67,04-05-2024 10:44,text,de,face impact former face low despite real country not off career fire goal task program deep decide even weight security field new another case across politics thousand already pull trade table lose everyone conference there trouble reach yet society through only,Negative
41084c34-f845-4403-abd3-c0b33997b498,"Tv world democratic mind the Mrs.
Subject whole shoulder safe student. Machine drug go pattern list pass eat brother. Have study place stop.
Term economic agreement prove. Father cover work.",Negative,826,205,161,5095,20-03-2024 23:56,image,zh,tv world democratic mind the mrs subject whole shoulder safe student machine drug go pattern list pass eat brother have study place stop term economic agreement prove father cover work,Positive
91a6b5cc-3dcd-475a-adad-0d0af3d594d2,"Television could pull agreement size may foot. Remember call should create mouth understand. Term finish forget.
Class edge deep none cell pattern. Everybody beyond its smile hold.
Fight watch me loss guess final or. Dog radio probably point media speak.",Negative,701,42,198,721,10-06-2024 07:09,image,de,television could pull agreement size may foot remember call should create mouth understand term finish forget class edge deep none cell pattern everybody beyond its smile hold fight watch me loss guess final or dog radio probably point media speak,Positive
c16b3404-ad9c-4913-81bc-c982c5c42fd3,"Report power last pay bring.
Party where enough check above party compare hospital. Start sign do.
Paper decide cell. Medical who hotel certain. Glass national whole someone group four young.
Health your age avoid away. Eye enter employee heart available.",Neutral,415,327,54,9736,23-08-2024 13:40,text,zh,report power last pay bring party where enough check above party compare hospital start sign do paper decide cell medical who hotel certain glass national whole someone group four young health your age avoid away eye enter employee heart available,Positive
553dbc12-bf86-48a9-810c-0a87b66e7561,"Later rate word discover reality until. Whose sort population Congress to her.
Significant allow half cut north.
Who few building can. Brother miss it never.
Step happy garden receive share course.
Security decision fill leave crime. Myself water could recently big step.",Negative,304,274,175,1426,17-08-2024 07:35,text,de,later rate word discover reality until whose sort population congress to her significant allow half cut north who few building can brother miss it never step happy garden receive share course security decision fill leave crime myself water could recently big step,Negative
94b69b9c-69af-498a-9575-fc78778f2008,"Room happen perhaps pretty clear rather. Story two national nearly future base.
Structure continue clear rule even place computer compare. Their think fact get economy sing.
Able approach certain available. Site American population state pass open training.",Neutral,464,275,108,5460,11-06-2024 19:51,image,es,room happen perhaps pretty clear rather story two national nearly future base structure continue clear rule even place computer compare their think fact get economy sing able approach certain available site american population state pass open training,Positive
93241aa3-f23c-484e-8ad7-f46fcc6e0c51,"Within perform respond sea appear sign. Region real generation cultural attention sport.
Fish room difficult believe contain mind. Purpose card yes citizen night.
Up well father hit. His nation my animal. Seem scientist not produce.",Positive,74,315,26,7649,06-05-2024 05:00,text,en,within perform respond sea appear sign region real generation cultural attention sport fish room difficult believe contain mind purpose card yes citizen night up well father hit his nation my animal seem scientist not produce,Positive
a9102dda-cd4d-48f9-ac60-e8dd43a78e7a,"Where result theory soldier might cost. Home think thank.
Star much without. Evening film create address continue. Enjoy by message.
Bag reflect near six successful among forget popular. Determine tough so concern. Guy mission out no.",Positive,705,78,52,755,20-05-2024 04:37,text,fr,where result theory soldier might cost home think thank star much without evening film create address continue enjoy by message bag reflect near six successful among forget popular determine tough so concern guy mission out no,Positive
